,year,country,sex,age,suicides_no,Population,GDPyear,suicides_100k,latitude,longitude
6657,1994,Netherlands,male,05-14 years,3,941100,374291430318.0,0.32,52.132633,5.291266
6654,1994,Netherlands,male,15-24 years,98,1072500,374291430318.0,9.14,52.132633,5.291266
6655,1994,Netherlands,male,25-34 years,216,1335500,374291430318.0,16.17,52.132633,5.291266
6656,1994,Netherlands,male,35-54 years,415,2231800,374291430318.0,18.59,52.132633,5.291266
6658,1994,Netherlands,male,55-74 years,254,1232600,374291430318.0,20.61,52.132633,5.291266
6659,1994,Netherlands,male,75+ years,98,289300,374291430318.0,33.87,52.132633,5.291266
6663,1994,New Zealand,female,05-14 years,2,261500,55154160816.0,0.76,-40.900557,174.88597099999998
6660,1994,New Zealand,female,15-24 years,26,279500,55154160816.0,9.3,-40.900557,174.88597099999998
6661,1994,New Zealand,female,25-34 years,23,294100,55154160816.0,7.82,-40.900557,174.88597099999998
6662,1994,New Zealand,female,35-54 years,27,472900,55154160816.0,5.71,-40.900557,174.88597099999998
6664,1994,New Zealand,female,55-74 years,16,277300,55154160816.0,5.77,-40.900557,174.88597099999998
6665,1994,New Zealand,female,75+ years,9,106200,55154160816.0,8.47,-40.900557,174.88597099999998
6669,1994,New Zealand,male,05-14 years,5,276200,55154160816.0,1.81,-40.900557,174.88597099999998
6666,1994,New Zealand,male,15-24 years,111,280300,55154160816.0,39.6,-40.900557,174.88597099999998
6667,1994,New Zealand,male,25-34 years,93,281200,55154160816.0,33.07,-40.900557,174.88597099999998
6668,1994,New Zealand,male,35-54 years,102,466900,55154160816.0,21.85,-40.900557,174.88597099999998
6670,1994,New Zealand,male,55-74 years,76,261200,55154160816.0,29.1,-40.900557,174.88597099999998
6671,1994,New Zealand,male,75+ years,22,62200,55154160816.0,35.37,-40.900557,174.88597099999998
6675,1994,Norway,female,05-14 years,2,261500,127131461120.0,0.76,60.472024,8.468946
6672,1994,Norway,female,15-24 years,13,295400,127131461120.0,4.4,60.472024,8.468946
6673,1994,Norway,female,25-34 years,26,324400,127131461120.0,8.01,60.472024,8.468946
6674,1994,Norway,female,35-54 years,53,569000,127131461120.0,9.31,60.472024,8.468946
6676,1994,Norway,female,55-74 years,47,393000,127131461120.0,11.96,60.472024,8.468946
6677,1994,Norway,female,75+ years,11,201400,127131461120.0,5.46,60.472024,8.468946
6681,1994,Norway,male,05-14 years,6,275100,127131461120.0,2.18,60.472024,8.468946
6678,1994,Norway,male,15-24 years,64,307600,127131461120.0,20.81,60.472024,8.468946
6679,1994,Norway,male,25-34 years,84,341700,127131461120.0,24.58,60.472024,8.468946
6680,1994,Norway,male,35-54 years,131,594400,127131461120.0,22.04,60.472024,8.468946
6682,1994,Norway,male,55-74 years,69,353600,127131461120.0,19.51,60.472024,8.468946
6683,1994,Norway,male,75+ years,25,116200,127131461120.0,21.51,60.472024,8.468946
6723,1994,Puerto Rico,female,05-14 years,0,306952,39690630000.0,0.0,18.220833,-66.590149
6720,1994,Puerto Rico,female,15-24 years,5,312389,39690630000.0,1.6,18.220833,-66.590149
6721,1994,Puerto Rico,female,25-34 years,4,275045,39690630000.0,1.45,18.220833,-66.590149
6722,1994,Puerto Rico,female,35-54 years,18,478324,39690630000.0,3.76,18.220833,-66.590149
6724,1994,Puerto Rico,female,55-74 years,6,276151,39690630000.0,2.17,18.220833,-66.590149
6725,1994,Puerto Rico,female,75+ years,2,89539,39690630000.0,2.23,18.220833,-66.590149
6729,1994,Puerto Rico,male,05-14 years,5,317830,39690630000.0,1.57,18.220833,-66.590149
6726,1994,Puerto Rico,male,15-24 years,35,315916,39690630000.0,11.08,18.220833,-66.590149
6727,1994,Puerto Rico,male,25-34 years,68,249479,39690630000.0,27.26,18.220833,-66.590149
6728,1994,Puerto Rico,male,35-54 years,119,416464,39690630000.0,28.57,18.220833,-66.590149
6730,1994,Puerto Rico,male,55-74 years,65,235516,39690630000.0,27.6,18.220833,-66.590149
6731,1994,Puerto Rico,male,75+ years,28,70019,39690630000.0,39.99,18.220833,-66.590149
6735,1994,Republic of Korea,female,05-14 years,30,3485300,455602962225.0,0.86,35.907757000000004,127.766922
6732,1994,Republic of Korea,female,15-24 years,243,4098900,455602962225.0,5.93,35.907757000000004,127.766922
6733,1994,Republic of Korea,female,25-34 years,337,4144000,455602962225.0,8.13,35.907757000000004,127.766922
6734,1994,Republic of Korea,female,35-54 years,383,5495100,455602962225.0,6.97,35.907757000000004,127.766922
6736,1994,Republic of Korea,female,55-74 years,264,2774600,455602962225.0,9.51,35.907757000000004,127.766922
6737,1994,Republic of Korea,female,75+ years,93,512500,455602962225.0,18.15,35.907757000000004,127.766922
6741,1994,Republic of Korea,male,05-14 years,26,3787700,455602962225.0,0.69,35.907757000000004,127.766922
6738,1994,Republic of Korea,male,15-24 years,479,4353800,455602962225.0,11.0,35.907757000000004,127.766922
6739,1994,Republic of Korea,male,25-34 years,681,4326600,455602962225.0,15.74,35.907757000000004,127.766922
6740,1994,Republic of Korea,male,35-54 years,1025,5690100,455602962225.0,18.01,35.907757000000004,127.766922
6742,1994,Republic of Korea,male,55-74 years,546,2249100,455602962225.0,24.28,35.907757000000004,127.766922
6743,1994,Republic of Korea,male,75+ years,105,227600,455602962225.0,46.13,35.907757000000004,127.766922
6747,1994,Romania,female,05-14 years,5,1694100,30074440483.0,0.3,45.943160999999996,24.96676
6744,1994,Romania,female,15-24 years,57,1864500,30074440483.0,3.06,45.943160999999996,24.96676
6745,1994,Romania,female,25-34 years,61,1518200,30074440483.0,4.02,45.943160999999996,24.96676
6746,1994,Romania,female,35-54 years,190,2920000,30074440483.0,6.51,45.943160999999996,24.96676
6748,1994,Romania,female,55-74 years,221,2412500,30074440483.0,9.16,45.943160999999996,24.96676
6749,1994,Romania,female,75+ years,55,508000,30074440483.0,10.83,45.943160999999996,24.96676
6753,1994,Romania,male,05-14 years,21,1764000,30074440483.0,1.19,45.943160999999996,24.96676
6750,1994,Romania,male,15-24 years,222,1936600,30074440483.0,11.46,45.943160999999996,24.96676
6751,1994,Romania,male,25-34 years,329,1562300,30074440483.0,21.06,45.943160999999996,24.96676
6752,1994,Romania,male,35-54 years,993,2872400,30074440483.0,34.57,45.943160999999996,24.96676
6754,1994,Romania,male,55-74 years,608,2025500,30074440483.0,30.02,45.943160999999996,24.96676
6755,1994,Romania,male,75+ years,125,307900,30074440483.0,40.6,45.943160999999996,24.96676
6771,1994,Saint Lucia,female,05-14 years,0,16932,600005564.0,0.0,13.909444,-60.97889300000001
6768,1994,Saint Lucia,female,15-24 years,2,13897,600005564.0,14.39,13.909444,-60.97889300000001
6769,1994,Saint Lucia,female,25-34 years,0,11849,600005564.0,0.0,13.909444,-60.97889300000001
6770,1994,Saint Lucia,female,35-54 years,0,12434,600005564.0,0.0,13.909444,-60.97889300000001
6772,1994,Saint Lucia,female,55-74 years,0,7403,600005564.0,0.0,13.909444,-60.97889300000001
6773,1994,Saint Lucia,female,75+ years,0,2738,600005564.0,0.0,13.909444,-60.97889300000001
6777,1994,Saint Lucia,male,05-14 years,0,16577,600005564.0,0.0,13.909444,-60.97889300000001
6774,1994,Saint Lucia,male,15-24 years,2,13371,600005564.0,14.96,13.909444,-60.97889300000001
6775,1994,Saint Lucia,male,25-34 years,0,11172,600005564.0,0.0,13.909444,-60.97889300000001
6776,1994,Saint Lucia,male,35-54 years,2,12160,600005564.0,16.45,13.909444,-60.97889300000001
6778,1994,Saint Lucia,male,55-74 years,0,6985,600005564.0,0.0,13.909444,-60.97889300000001
6779,1994,Saint Lucia,male,75+ years,0,2039,600005564.0,0.0,13.909444,-60.97889300000001
6783,1994,Singapore,female,05-14 years,2,207500,73777792327.0,0.96,1.352083,103.819836
6780,1994,Singapore,female,15-24 years,19,216300,73777792327.0,8.78,1.352083,103.819836
6781,1994,Singapore,female,25-34 years,17,291500,73777792327.0,5.83,1.352083,103.819836
6782,1994,Singapore,female,35-54 years,39,429400,73777792327.0,9.08,1.352083,103.819836
6784,1994,Singapore,female,55-74 years,26,165300,73777792327.0,15.73,1.352083,103.819836
6785,1994,Singapore,female,75+ years,23,40500,73777792327.0,56.79,1.352083,103.819836
6789,1994,Singapore,male,05-14 years,1,223300,73777792327.0,0.45,1.352083,103.819836
6786,1994,Singapore,male,15-24 years,24,222900,73777792327.0,10.77,1.352083,103.819836
6787,1994,Singapore,male,25-34 years,35,291200,73777792327.0,12.02,1.352083,103.819836
6788,1994,Singapore,male,35-54 years,69,439100,73777792327.0,15.71,1.352083,103.819836
6790,1994,Singapore,male,55-74 years,37,157700,73777792327.0,23.46,1.352083,103.819836
6791,1994,Singapore,male,75+ years,24,27500,73777792327.0,87.27,1.352083,103.819836
6807,1994,Spain,female,05-14 years,2,2325300,529121577320.0,0.09,40.463667,-3.7492199999999998
6804,1994,Spain,female,15-24 years,56,3190200,529121577320.0,1.76,40.463667,-3.7492199999999998
6805,1994,Spain,female,25-34 years,80,3089200,529121577320.0,2.59,40.463667,-3.7492199999999998
6806,1994,Spain,female,35-54 years,168,4829500,529121577320.0,3.48,40.463667,-3.7492199999999998
6808,1994,Spain,female,55-74 years,286,4103900,529121577320.0,6.97,40.463667,-3.7492199999999998
6809,1994,Spain,female,75+ years,150,1502900,529121577320.0,9.98,40.463667,-3.7492199999999998
6813,1994,Spain,male,05-14 years,10,2447200,529121577320.0,0.41,40.463667,-3.7492199999999998
6810,1994,Spain,male,15-24 years,253,3334000,529121577320.0,7.59,40.463667,-3.7492199999999998
6811,1994,Spain,male,25-34 years,418,3161200,529121577320.0,13.22,40.463667,-3.7492199999999998
6812,1994,Spain,male,35-54 years,628,4783200,529121577320.0,13.13,40.463667,-3.7492199999999998
6814,1994,Spain,male,55-74 years,739,3579300,529121577320.0,20.65,40.463667,-3.7492199999999998
6815,1994,Spain,male,75+ years,381,857200,529121577320.0,44.45,40.463667,-3.7492199999999998
6819,1994,Sweden,female,05-14 years,2,507200,226079963712.0,0.39,60.128161,18.643501
6816,1994,Sweden,female,15-24 years,19,537800,226079963712.0,3.53,60.128161,18.643501
6817,1994,Sweden,female,25-34 years,51,605300,226079963712.0,8.43,60.128161,18.643501
6818,1994,Sweden,female,35-54 years,134,1179900,226079963712.0,11.36,60.128161,18.643501
6820,1994,Sweden,female,55-74 years,119,871900,226079963712.0,13.65,60.128161,18.643501
6821,1994,Sweden,female,75+ years,70,444500,226079963712.0,15.75,60.128161,18.643501
6825,1994,Sweden,male,05-14 years,0,534800,226079963712.0,0.0,60.128161,18.643501
6822,1994,Sweden,male,15-24 years,74,561700,226079963712.0,13.17,60.128161,18.643501
6823,1994,Sweden,male,25-34 years,139,638400,226079963712.0,21.77,60.128161,18.643501
6824,1994,Sweden,male,35-54 years,347,1225300,226079963712.0,28.32,60.128161,18.643501
6826,1994,Sweden,male,55-74 years,232,793800,226079963712.0,29.23,60.128161,18.643501
6827,1994,Sweden,male,75+ years,137,273500,226079963712.0,50.09,60.128161,18.643501
6831,1994,Thailand,female,05-14 years,1,5609000,146683499006.0,0.02,15.870032,100.992541
6828,1994,Thailand,female,15-24 years,255,5973000,146683499006.0,4.27,15.870032,100.992541
6829,1994,Thailand,female,25-34 years,152,5290000,146683499006.0,2.87,15.870032,100.992541
6830,1994,Thailand,female,35-54 years,204,6170000,146683499006.0,3.31,15.870032,100.992541
6832,1994,Thailand,female,55-74 years,72,2777000,146683499006.0,2.59,15.870032,100.992541
6833,1994,Thailand,female,75+ years,11,559000,146683499006.0,1.97,15.870032,100.992541
6837,1994,Thailand,male,05-14 years,1,5821000,146683499006.0,0.02,15.870032,100.992541
6834,1994,Thailand,male,15-24 years,483,6181000,146683499006.0,7.81,15.870032,100.992541
6835,1994,Thailand,male,25-34 years,457,5433000,146683499006.0,8.41,15.870032,100.992541
6836,1994,Thailand,male,35-54 years,431,6064000,146683499006.0,7.11,15.870032,100.992541
6838,1994,Thailand,male,55-74 years,205,2446000,146683499006.0,8.38,15.870032,100.992541
6839,1994,Thailand,male,75+ years,35,368000,146683499006.0,9.51,15.870032,100.992541
6855,1994,Turkmenistan,female,05-14 years,1,478000,2561118608.0,0.21,38.969719,59.556278000000006
6852,1994,Turkmenistan,female,15-24 years,24,381300,2561118608.0,6.29,38.969719,59.556278000000006
6853,1994,Turkmenistan,female,25-34 years,10,328900,2561118608.0,3.04,38.969719,59.556278000000006
6854,1994,Turkmenistan,female,35-54 years,14,328100,2561118608.0,4.27,38.969719,59.556278000000006
6856,1994,Turkmenistan,female,55-74 years,11,157900,2561118608.0,6.97,38.969719,59.556278000000006
6857,1994,Turkmenistan,female,75+ years,9,25900,2561118608.0,34.75,38.969719,59.556278000000006
6861,1994,Turkmenistan,male,05-14 years,4,504500,2561118608.0,0.79,38.969719,59.556278000000006
6858,1994,Turkmenistan,male,15-24 years,51,412000,2561118608.0,12.38,38.969719,59.556278000000006
6859,1994,Turkmenistan,male,25-34 years,41,325300,2561118608.0,12.6,38.969719,59.556278000000006
6860,1994,Turkmenistan,male,35-54 years,47,326800,2561118608.0,14.38,38.969719,59.556278000000006
6862,1994,Turkmenistan,male,55-74 years,21,137700,2561118608.0,15.25,38.969719,59.556278000000006
6863,1994,Turkmenistan,male,75+ years,1,16700,2561118608.0,5.99,38.969719,59.556278000000006
6867,1994,Ukraine,female,05-14 years,18,3735700,52549555149.0,0.48,48.379433,31.16558
6864,1994,Ukraine,female,15-24 years,175,3582800,52549555149.0,4.88,48.379433,31.16558
6865,1994,Ukraine,female,25-34 years,232,3673200,52549555149.0,6.32,48.379433,31.16558
6866,1994,Ukraine,female,35-54 years,761,6981000,52549555149.0,10.9,48.379433,31.16558
6868,1994,Ukraine,female,55-74 years,1087,6467700,52549555149.0,16.81,48.379433,31.16558
6869,1994,Ukraine,female,75+ years,490,1751000,52549555149.0,27.98,48.379433,31.16558
6873,1994,Ukraine,male,05-14 years,60,3870700,52549555149.0,1.55,48.379433,31.16558
6870,1994,Ukraine,male,15-24 years,879,3699700,52549555149.0,23.76,48.379433,31.16558
6871,1994,Ukraine,male,25-34 years,1763,3626300,52549555149.0,48.62,48.379433,31.16558
6872,1994,Ukraine,male,35-54 years,4618,6326300,52549555149.0,73.0,48.379433,31.16558
6874,1994,Ukraine,male,55-74 years,3174,4314500,52549555149.0,73.57,48.379433,31.16558
6875,1994,Ukraine,male,75+ years,569,590100,52549555149.0,96.42,48.379433,31.16558
6879,1994,United Kingdom,female,05-14 years,4,3642837,1140489745944.0,0.11,55.378051,-3.435973
6876,1994,United Kingdom,female,15-24 years,82,3674808,1140489745944.0,2.23,55.378051,-3.435973
6877,1994,United Kingdom,female,25-34 years,176,4606941,1140489745944.0,3.82,55.378051,-3.435973
6878,1994,United Kingdom,female,35-54 years,324,7557704,1140489745944.0,4.29,55.378051,-3.435973
6880,1994,United Kingdom,female,55-74 years,256,5816530,1140489745944.0,4.4,55.378051,-3.435973
6881,1994,United Kingdom,female,75+ years,148,2619957,1140489745944.0,5.65,55.378051,-3.435973
6885,1994,United Kingdom,male,05-14 years,9,3837961,1140489745944.0,0.23,55.378051,-3.435973
6882,1994,United Kingdom,male,15-24 years,445,3868779,1140489745944.0,11.5,55.378051,-3.435973
6883,1994,United Kingdom,male,25-34 years,881,4751200,1140489745944.0,18.54,55.378051,-3.435973
6884,1994,United Kingdom,male,35-54 years,1242,7561779,1140489745944.0,16.42,55.378051,-3.435973
6886,1994,United Kingdom,male,55-74 years,595,5209306,1140489745944.0,11.42,55.378051,-3.435973
6887,1994,United Kingdom,male,75+ years,218,1349491,1140489745944.0,16.15,55.378051,-3.435973
6891,1994,United States,female,05-14 years,88,18351800,7308755000000.0,0.48,37.09024,-95.712891
6888,1994,United States,female,15-24 years,654,17595500,7308755000000.0,3.72,37.09024,-95.712891
6889,1994,United States,female,25-34 years,1059,20677400,7308755000000.0,5.12,37.09024,-95.712891
6890,1994,United States,female,35-54 years,2472,36290200,7308755000000.0,6.81,37.09024,-95.712891
6892,1994,United States,female,55-74 years,1179,21456100,7308755000000.0,5.49,37.09024,-95.712891
6893,1994,United States,female,75+ years,514,9261000,7308755000000.0,5.55,37.09024,-95.712891
6897,1994,United States,male,05-14 years,234,19259500,7308755000000.0,1.21,37.09024,-95.712891
6894,1994,United States,male,15-24 years,4302,18347400,7308755000000.0,23.45,37.09024,-95.712891
6895,1994,United States,male,25-34 years,5295,20676800,7308755000000.0,25.61,37.09024,-95.712891
6896,1994,United States,male,35-54 years,8199,35239700,7308755000000.0,23.27,37.09024,-95.712891
6898,1994,United States,male,55-74 years,4498,18273200,7308755000000.0,24.62,37.09024,-95.712891
6899,1994,United States,male,75+ years,2629,5185500,7308755000000.0,50.7,37.09024,-95.712891
6903,1994,Uruguay,female,05-14 years,0,257110,17474647792.0,0.0,-32.522779,-55.765834999999996
6900,1994,Uruguay,female,15-24 years,10,258791,17474647792.0,3.86,-32.522779,-55.765834999999996
6901,1994,Uruguay,female,25-34 years,7,225646,17474647792.0,3.1,-32.522779,-55.765834999999996
6902,1994,Uruguay,female,35-54 years,23,374631,17474647792.0,6.14,-32.522779,-55.765834999999996
6904,1994,Uruguay,female,55-74 years,28,297374,17474647792.0,9.42,-32.522779,-55.765834999999996
6905,1994,Uruguay,female,75+ years,10,99307,17474647792.0,10.07,-32.522779,-55.765834999999996
6909,1994,Uruguay,male,05-14 years,3,267769,17474647792.0,1.12,-32.522779,-55.765834999999996
6906,1994,Uruguay,male,15-24 years,33,267079,17474647792.0,12.36,-32.522779,-55.765834999999996
6907,1994,Uruguay,male,25-34 years,59,218727,17474647792.0,26.97,-32.522779,-55.765834999999996
6908,1994,Uruguay,male,35-54 years,89,351348,17474647792.0,25.33,-32.522779,-55.765834999999996
6910,1994,Uruguay,male,55-74 years,102,245863,17474647792.0,41.49,-32.522779,-55.765834999999996
6911,1994,Uruguay,male,75+ years,42,56651,17474647792.0,74.14,-32.522779,-55.765834999999996
6951,1995,Argentina,female,05-14 years,19,3261100,258031750000.0,0.58,-38.416097,-63.616671999999994
6948,1995,Argentina,female,15-24 years,101,3053300,258031750000.0,3.31,-38.416097,-63.616671999999994
6949,1995,Argentina,female,25-34 years,62,2396900,258031750000.0,2.59,-38.416097,-63.616671999999994
6950,1995,Argentina,female,35-54 years,139,3950100,258031750000.0,3.52,-38.416097,-63.616671999999994
6952,1995,Argentina,female,55-74 years,134,2625900,258031750000.0,5.1,-38.416097,-63.616671999999994
6953,1995,Argentina,female,75+ years,49,742200,258031750000.0,6.6,-38.416097,-63.616671999999994
6957,1995,Argentina,male,05-14 years,15,3363300,258031750000.0,0.45,-38.416097,-63.616671999999994
6954,1995,Argentina,male,15-24 years,277,3112100,258031750000.0,8.9,-38.416097,-63.616671999999994
6955,1995,Argentina,male,25-34 years,218,2404900,258031750000.0,9.06,-38.416097,-63.616671999999994
6956,1995,Argentina,male,35-54 years,485,3787800,258031750000.0,12.8,-38.416097,-63.616671999999994
6958,1995,Argentina,male,55-74 years,515,2214000,258031750000.0,23.26,-38.416097,-63.616671999999994
6959,1995,Argentina,male,75+ years,190,433800,258031750000.0,43.8,-38.416097,-63.616671999999994
6987,1995,Australia,female,05-14 years,0,1261500,367216364716.0,0.0,-25.274398,133.775136
6984,1995,Australia,female,15-24 years,81,1321300,367216364716.0,6.13,-25.274398,133.775136
